"#Instance","TestCaseName","Algorithm","ExecutionTime","TotalProfit","TotalDataSize","ServerAssignment","Throughput","Phase2TotalProfit","Phase2TotalDataSize","Phase2ServerAssignment","Phase2Throughput"
"2","3.LowDemand-HighSharing.txt","GreedyAlgorithmPhase1","20","931.8900000000001","1258592","[null, null, null, null, null, null, null, null, null, null, [10, 39], [0, 8], [42], null, null, [18, 19, 73], [56, 83], [31, 60], [75, 84], [32, 49], [7, 45], [26], [2, 76, 95], [20, 22, 93], [9, 62, 98], [11, 23, 80], [38, 57, 91], [69, 96], [3, 4, 54], [48, 74, 97], [66, 68, 78, 94], [15, 43, 63, 85], [35, 41, 55, 61, 65], [14, 29, 90, 92], [21, 25, 36, 37, 50, 67], [12, 13, 17, 24, 27, 28, 51, 58, 59, 64, 72, 99], [6, 16, 30, 33, 44, 52, 79, 88], [46, 47, 70, 77, 81, 86, 87], [1, 5, 34, 40, 82], [71, 89]]","99.0","936.9599999999999","1294779","[null, null, null, null, null, [10, 39], [42], null, null, null, [32, 49], [0, 8], [18, 19, 73], null, null, [75, 84], [53], [56, 83], [31, 60], null, [20, 22, 93], [7, 45], [2, 76, 95], [26], [9, 62, 98], [11, 23, 80], [38, 57, 91], [69, 96], [3, 4, 54], [48, 74, 97], [66, 68, 78, 94], [15, 43, 63, 85], [35, 41, 55, 61, 65], [14, 29, 90, 92], [21, 25, 36, 37, 50, 67], [12, 13, 17, 24, 27, 28, 51, 58, 59, 64, 72, 99], [6, 16, 30, 33, 44, 52, 79, 88], [46, 47, 70, 77, 81, 86, 87], [1, 5, 34, 40, 82], [71, 89]]","100.0"
"2","4.AverageDemand-LowSharing.txt","GreedyAlgorithmPhase1","23","717.08","500346","[null, null, null, null, null, [48], [16], null, null, null, [32, 38], [34], [2], [83, 87], [37], [35, 44], [67, 80], [36], [9], [84], [88, 99], [64, 90], [79], [25, 51], [12], [3, 8], [7, 30], [63, 95], [92], [14], [0, 1, 58, 77], [21, 54, 55], [15, 41, 45], [82, 93, 94], [4, 23], [10, 13, 27, 53, 72, 86, 91], [5, 19, 49, 65, 73], [52, 70], [20, 59, 62], [28, 33, 46, 85]]","68.0","746.88","499904","[[16], [37], [48], [34], [2], [83, 87], null, null, null, null, [32, 38], null, null, null, null, [79], [84], [7, 30], [88, 99], [35, 44], [64, 90], [66], [25, 51], [67, 80], [12], [63, 95], [92], [14], [3, 8], [29], [0, 1, 58, 77], [15, 41, 45], [21, 54, 55], [82, 93, 94], [4, 23], [10, 13, 27, 53, 72, 86, 91], [5, 19, 49, 65, 73], [52, 70], [28, 33, 46, 85], [20, 59, 62]]","68.0"
"2","5.AverageDemand-AverageSharing.txt","GreedyAlgorithmPhase1","13","703.6500000000001","1051616","[null, null, null, null, null, [99], [8], [55], null, null, [49, 67], [70], [30], [63], [38], [9], [83, 88], [59, 64], [35, 82], [36], [96], [34, 95], [39], [2, 25], [3, 32], [29], [7, 46, 94], [44, 48], [23, 91], [80, 93], [21, 84], [4, 20], [28, 37, 87], [12, 19, 45, 65], [1, 54], [10, 13, 27, 53, 58, 72, 73, 86], [0, 5, 15, 62, 77, 90], [33, 52], [66, 85], [16, 51]]","68.0","758.04","1085568","[[70], [30], [63], [8], [38], [49, 67], [35, 82], [83, 88], [55], [99], null, null, null, null, null, [59, 64], [79], [80, 93], [36], [22], [92], [14], [41], [69], [34, 95], [7, 46, 94], [44, 48], [23, 91], [29], [3, 32], [28, 37, 87], [21, 84], [4, 20], [12, 19, 45, 65], [1, 54], [10, 13, 27, 53, 58, 72, 73, 86], [0, 5, 15, 62, 77, 90], [33, 52], [16, 51], [66, 85]]","69.0"
"2","6.AverageDemand-HighSharing.txt","GreedyAlgorithmPhase1","10","693.9500000000004","1219960","[null, null, null, null, null, null, null, null, null, null, [2], [3], [8, 49], null, null, [83, 99], [32, 80], [36], [22], [34, 37], [41], [93, 94], [69], [44, 95], [25, 48], [21, 38, 54], [10, 12], [0, 1], [7, 55], [14, 19], [59, 66], [4, 16, 88], [30, 63], [33, 82, 87], [28, 35, 85], [13, 15, 46, 53, 58, 64, 73, 77, 86, 91], [27, 45, 62, 67, 72], [5, 51], [52, 70], [65, 79, 90]]","66.0","740.2900000000003","1247635","[[2], null, null, null, null, null, null, null, null, null, [8, 49], [83, 99], [3], null, null, [84], [93, 94], [34, 37], [44, 95], [32, 80], [20], [92], [41], [69], [25, 48], [10, 12], [0, 1], [21, 38, 54], [14, 19], [7, 55], [4, 16, 88], [59, 66], [33, 82, 87], [28, 35, 85], [30, 63], [13, 15, 46, 53, 58, 64, 73, 77, 86, 91], [27, 45, 62, 67, 72], [5, 51], [52, 70], [65, 79, 90]]","67.0"
"2","7.HighDemand-LowSharing.txt","GreedyAlgorithmPhase1","5","496.5800000000002","359447","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, [42, 58, 87], [22, 75], [83], [89], [69], [97], [36, 88], [47, 50, 84], [11, 25], [48, 76], [21, 82], [18, 39, 56], [30, 63], [46, 79], [0, 7], [5, 10, 12, 13, 92, 93], [29, 52, 86, 99], [51, 61, 70, 90], [33, 71], [23, 35, 40]]","48.0","509.68000000000006","332247","[null, null, null, null, null, [69], null, null, null, null, null, null, null, null, null, null, null, null, null, null, [42, 58, 87], [89], [36, 88], [48, 76], [22, 75], [47, 50, 84], [11, 25], [73], [97], [83], [46, 79], [30, 63], [16], [21, 82], [0, 7], [5, 10, 12, 13, 92, 93], [29, 52, 86, 99], [51, 61, 70, 90], [33, 71], [66]]","45.0"
"2","8.HighDemand-AverageSharing.txt","GreedyAlgorithmPhase1","29","520.0500000000003","722170","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, [63], [30], [46], null, null, [83], [47, 61], [69], [36, 70], [75], [18, 23], [21, 79], [76], [56, 88], [73], [16], [33, 50], [7, 40], [0, 82], [11, 22], [5, 12, 13, 29, 51, 90, 93], [39, 52, 71], [10, 35, 58, 84, 86, 99], [66], [25, 42, 48, 87, 92]]","49.0","541.0500000000001","770586","[[63], [30], null, null, null, [69], [75], null, null, null, null, null, null, null, null, [47, 61], [46], [76], null, null, [36, 70], [89], [33, 50], [83], null, [21, 79], [0, 82], [56, 88], [18, 23], [73], [16], [7, 40], [11, 22], [97], null, [5, 12, 13, 29, 51, 90, 93], [10, 35, 58, 84, 86, 99], [39, 52, 71], [25, 42, 48, 87, 92], [66]]","51.0"
"2","9.HighDemand-HighSharing.txt","GreedyAlgorithmPhase1","34","536.5400000000002","993763","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, [84], [0], [18], [42], null, [21], [36, 56], [76], [75], [83], [10, 33], [46], [22, 69], [7, 23], [11], [25, 89], [30, 39, 61], [16], [47, 88], [40, 82], [12, 13, 29, 35, 51, 58, 79, 90, 93], [5, 71, 86, 99], [48, 52, 87, 92], [66], [50, 63, 70]]","49.0","541.05","1068832","[[84], [42], [18], null, null, [75], null, null, null, null, [0], [36, 56], null, null, null, [46], [11], [21], [76], null, [7, 23], [22, 69], [83], null, null, [10, 33], [47, 88], [40, 82], [73], [97], [30, 39, 61], [25, 89], [16], null, null, [12, 13, 29, 35, 51, 58, 79, 90, 93], [5, 71, 86, 99], [48, 52, 87, 92], [50, 63, 70], [66]]","51.0"
"3","1.LowDemand-LowSharing.txt","GreedyAlgorithmPhase1","20","892.5400000000001","631566","[null, null, null, null, null, null, null, null, null, null, [36], [5], null, null, null, [10, 31, 52], [38, 49], [13, 25, 60], [23, 45], [58], [8, 12], [2, 19, 81], [62, 68], [47, 57, 66, 67, 73, 76, 78], [6, 16, 32, 88], [21, 34, 51], [33, 75], [3, 4, 9, 77], [48, 83, 98], [56, 65, 71], [17, 85, 86], [1, 90, 94], [84, 91, 95], [46, 97], [14, 61, 63, 64], [15, 18, 30, 39, 41, 43, 54, 70, 96], [0, 7, 11, 27, 29, 72, 79, 89, 99], [22, 28, 35, 42, 53, 74, 80, 82], [20, 24, 37, 50, 87, 92], [26, 55, 59, 69]]","97.0","892.5400000000002","631566","[[36], null, null, null, null, [23, 45], [58], [5], null, null, [13, 25, 60], null, null, null, null, [10, 31, 52], [38, 49], null, null, null, [6, 16, 32, 88], [47, 57, 66, 67, 73, 76, 78], [2, 19, 81], [8, 12], [62, 68], [3, 4, 9, 77], [33, 75], [21, 34, 51], [48, 83, 98], [56, 65, 71], [14, 61, 63, 64], [1, 90, 94], [17, 85, 86], [46, 97], [84, 91, 95], [15, 18, 30, 39, 41, 43, 54, 70, 96], [0, 7, 11, 27, 29, 72, 79, 89, 99], [22, 28, 35, 42, 53, 74, 80, 82], [20, 24, 37, 50, 87, 92], [26, 55, 59, 69]]","97.0"
"3","2.LowDemand-AverageSharing.txt","GreedyAlgorithmPhase1","6","886.0600000000001","1024693","[null, null, null, null, null, null, null, null, null, null, [68], null, null, null, null, [0], [10, 77], [1], [18, 71], [17], [25, 54, 60], [51, 65, 85], [3, 9, 23, 74], [14, 22, 61, 62], [64, 91], [28, 47, 56, 94, 95], [2, 32, 58], [4, 6, 49, 53], [40], [5, 15, 29], [20, 36, 81], [8, 38, 66, 80], [55, 57, 59, 89], [26, 45, 86], [93], [7, 11, 16, 27, 30, 41, 43, 70, 75, 76, 78, 90], [13, 19, 31, 39, 46, 48, 79, 96, 98], [12, 37, 50, 52, 63, 67, 72, 82, 84, 87, 99], [21, 35, 42, 73, 92], [24, 34, 69, 88]]","96.0","897.23","1048180","[[17], null, null, null, null, [68], null, null, null, null, [64, 91], [18, 71], [1], null, null, [14, 22, 61, 62], [0], [10, 77], [83], null, [25, 54, 60], [3, 9, 23, 74], [51, 65, 85], null, null, [4, 6, 49, 53], [5, 15, 29], [33], [28, 47, 56, 94, 95], [2, 32, 58], [55, 57, 59, 89], [20, 36, 81], [8, 38, 66, 80], [26, 45, 86], [93], [7, 11, 16, 27, 30, 41, 43, 70, 75, 76, 78, 90], [13, 19, 31, 39, 46, 48, 79, 96, 98], [12, 37, 50, 52, 63, 67, 72, 82, 84, 87, 99], [24, 34, 69, 88], [21, 35, 42, 73, 92]]","97.0"
"3","3.LowDemand-HighSharing.txt","GreedyAlgorithmPhase1","8","891.0500000000002","1171215","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, [24, 42], [26, 36, 94], [8], [91], [83], [56, 57, 58], [2, 49], [5, 64], [71, 77], [14, 16, 60], [9, 59, 92], [23, 55, 74, 75], [45, 66, 86], [1, 62, 80], [17, 95], [10, 28, 35, 73], [21, 22, 32, 47, 51, 52], [34, 68], [33, 85, 87], [20, 38, 81, 88], [3, 4, 6, 7, 11, 15, 27, 30, 41, 72, 76, 90], [13, 31, 43, 46, 54, 61, 78, 79], [18, 19, 37, 39, 48, 53, 70, 84, 89, 96, 98], [12, 25, 29, 63, 67, 69, 99], [0, 50, 65, 82]]","96.0","891.0500000000001","1171215","[[91], null, null, null, null, null, null, null, null, null, [24, 42], [8], null, null, null, [5, 64], [26, 36, 94], [83], null, null, [14, 16, 60], [56, 57, 58], [2, 49], [71, 77], null, [23, 55, 74, 75], [9, 59, 92], [45, 66, 86], [1, 62, 80], [17, 95], [21, 22, 32, 47, 51, 52], [10, 28, 35, 73], [20, 38, 81, 88], [34, 68], [33, 85, 87], [3, 4, 6, 7, 11, 15, 27, 30, 41, 72, 76, 90], [13, 31, 43, 46, 54, 61, 78, 79], [18, 19, 37, 39, 48, 53, 70, 84, 89, 96, 98], [12, 25, 29, 63, 67, 69, 99], [0, 50, 65, 82]]","96.0"
"3","4.AverageDemand-LowSharing.txt","GreedyAlgorithmPhase1","8","558.8199999999998","512796","[null, null, null, null, null, null, null, null, null, null, [23], [45], [5], null, null, [10, 19], [4, 25], [16], [31], [69, 93], [33, 34], [53, 75], [6, 66, 77], [46, 67], [3, 47], [17, 98], [85, 92], [2, 26, 37], [94], [81, 97], [71, 73, 99], [59, 79], [86, 90], [1], [21, 51, 70], [0, 11, 22, 30, 41], [12, 15, 24, 72, 82], [14, 18, 55], [44, 80], [48, 74, 96]]","61.0","622.5900000000001","515489","[[23], [5], null, null, null, [45], null, null, null, null, [4, 25], [16], [69, 93], [31], null, [10, 19], [53, 75], [46, 67], [13], null, [6, 66, 77], [3, 47], [60], [76], [33, 34], [17, 98], [59, 79], [1], [81, 97], [32], [86, 90], [21, 51, 70], [71, 73, 99], [85, 92], [49], [0, 11, 22, 30, 41], [12, 15, 24, 72, 82], [14, 18, 55], [48, 74, 96], [44, 80]]","62.0"
"3","5.AverageDemand-AverageSharing.txt","GreedyAlgorithmPhase1","7","572.23","975552","[null, null, null, null, null, null, null, null, null, null, [97], [3], [53], [17], null, [47, 69], [10, 23], [4], [33, 85], [77], [45, 51], [74, 92], [14, 26, 71], [94], [56], [96], [99], [59, 79], [6, 25, 86], [15, 70], [21, 31], [34, 37, 46], [22, 67, 81, 93], [44], [2, 13, 80], [11, 12, 41, 48, 73, 75, 90], [30, 66, 98], [16, 55, 72, 82], [5, 76], [0, 19, 24]]","62.0","624.1200000000001","1059045","[[3], [4], [53], [77], null, [97], null, null, null, null, [47, 69], [17], null, null, null, [45, 51], [10, 23], [18], [33, 85], [74, 92], [60], [96], [99], [14, 26, 71], [94], [6, 25, 86], [15, 70], [59, 79], [1], [32], [34, 37, 46], [22, 67, 81, 93], [21, 31], [44], [2, 13, 80], [11, 12, 41, 48, 73, 75, 90], [0, 19, 24], [16, 55, 72, 82], [30, 66, 98], [5, 76]]","65.0"
"3","6.AverageDemand-HighSharing.txt","GreedyAlgorithmPhase1","7","597.7","1275258","[null, null, null, null, null, null, null, null, null, null, [70], [85], [92], [47], null, [26], [97], [16], [59], [23], [2, 14, 86], [25, 51, 53], [45, 74], [17], [77, 79], [46, 66, 67], [5, 13], [37, 71, 81, 93], [96], [99], [19, 33], [4, 69, 82], [31, 55], [18, 21], [24, 34], [0, 6, 11, 12, 72, 75, 90], [3, 15, 22, 48, 73], [10, 30, 80], [41, 60], [76, 98]]","61.0","623.5600000000002","1345719","[[47], [23], [70], [85], null, [59], [92], [26], [97], null, [16], [17], null, null, null, [45, 74], null, null, null, null, [25, 51, 53], [37, 71, 81, 93], [2, 14, 86], [96], [99], [19, 33], [24, 34], [46, 66, 67], [5, 13], [1], [41, 60], [4, 69, 82], [31, 55], [18, 21], [44], [0, 6, 11, 12, 72, 75, 90], [3, 15, 22, 48, 73], [10, 30, 80], [76, 98], [65]]","62.0"
"3","7.HighDemand-LowSharing.txt","GreedyAlgorithmPhase1","4","353.37","339277","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, [16], [49], [36], null, null, [56], [66], [52, 57], [78], [38, 47], [10, 77], [27], [7], [19], [4], [26, 88], [31, 97], [32, 61], [69, 72], [83], [0, 17, 29, 41, 44, 73, 99], [1, 58, 82], [12, 96], [11, 42], [22, 37]]","41.0","387.50999999999993","368825","[null, null, null, null, null, null, null, null, null, null, [16], [19], [36], [66], [27], [4], [10, 77], [49], null, null, [31, 97], [78], [52, 57], [38, 47], [93], [7], [83], [56], null, null, [32, 61], [69, 72], [26, 88], [53], [22, 37], [0, 17, 29, 41, 44, 73, 99], [76], [11, 42], [12, 96], [1, 58, 82]]","44.0"
"3","8.HighDemand-AverageSharing.txt","GreedyAlgorithmPhase1","7","378.93999999999994","768032","[null, null, null, null, null, null, null, null, null, null, [22], null, null, null, null, [32], [1], [72], [77], [97], [10, 29], [47], [27], [61], [4], [93], [49], [26, 69], [66], [56], [0, 78], [36, 37], [57, 82], [96], [42], [7, 17, 31], [16, 41, 44, 58, 99], [11, 19, 73], [76], [12, 38, 52, 88]]","42.0","397.87","840095","[[32], [47], [77], null, null, [61], [1], null, null, null, [22], [97], [66], [27], null, [10, 29], [4], [72], [49], null, [42], [93], [83], [56], null, [26, 69], [36, 37], [96], [57, 82], null, [11, 19, 73], [0, 78], [53], null, null, [16, 41, 44, 58, 99], [7, 17, 31], [12, 38, 52, 88], [76], [34]]","45.0"
"3","9.HighDemand-HighSharing.txt","GreedyAlgorithmPhase1","7","336.77999999999986","991995","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, [27], [16], [36], [47], null, [26], [97], [37, 57], [66], [56], [38, 77], [72], [83], [49], [22], [29, 82], [78], [96], [1, 32], [93], [0, 11, 17, 31, 41, 44, 58, 73, 99], [10, 61, 69], [76], [12, 19, 88], [4, 52]]","41.0","387.5100000000001","1107124","[[47], null, null, null, null, null, null, null, null, null, [16], [36], [22], [97], [66], [72], [49], [37, 57], [26], [27], [78], [42], [93], [38, 77], [83], [7], [29, 82], [96], [56], null, [1, 32], [53], null, null, null, [0, 11, 17, 31, 41, 44, 58, 73, 99], [10, 61, 69], [12, 19, 88], [4, 52], [76]]","44.0"
"4","1.LowDemand-LowSharing.txt","GreedyAlgorithmPhase1","16","919.8900000000001","650379","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, [73, 78, 84], [13, 32, 34], [77, 89], [76], [83], [93, 94], [15, 75, 85], [17, 56], [9, 12, 36, 51], [6, 45, 60], [10, 20, 44, 95], [0, 2, 19, 42], [22, 49, 67], [40, 48, 54, 80], [11, 35, 70], [4, 14, 26, 30, 46, 52, 59, 74, 90], [29, 41, 43, 58, 72, 79], [27, 37, 57, 71, 86], [16, 21, 24, 53, 61], [7, 28, 65], [23, 55, 63, 64, 68, 82, 97, 99], [33, 87], [1, 3, 31, 50, 69, 88, 91], [18, 39, 47, 66, 96, 98], [5, 8, 38, 92]]","97.0","936.71","620596","[[83], null, null, null, null, null, null, null, null, null, [76], null, null, null, null, [73, 78, 84], [13, 32, 34], [77, 89], null, null, [6, 45, 60], [15, 75, 85], [93, 94], [25], [9, 12, 36, 51], [0, 2, 19, 42], [40, 48, 54, 80], [22, 49, 67], [10, 20, 44, 95], [11, 35, 70], [29, 41, 43, 58, 72, 79], [27, 37, 57, 71, 86], [4, 14, 26, 30, 46, 52, 59, 74, 90], [16, 21, 24, 53, 61], [62], [23, 55, 63, 64, 68, 82, 97, 99], [1, 3, 31, 50, 69, 88, 91], [5, 8, 38, 92], [33, 87], [18, 39, 47, 66, 96, 98]]","94.0"
"4","2.LowDemand-AverageSharing.txt","GreedyAlgorithmPhase1","11","934.1000000000003","1104074","[null, null, null, null, null, null, null, null, null, null, [91], null, null, null, null, [38], [9, 12, 42, 69, 93], [29, 32, 41], [54, 61], [47, 51], [0, 77, 89], [1, 14, 27, 36, 71], [30, 39, 60], [10, 15, 20, 56], [6, 11, 78, 97, 98], [13, 17, 83], [5, 74, 75, 84], [7, 16, 76], [28, 65, 82], [90, 95], [8, 22, 49, 80], [34, 67, 73], [62, 92], [21, 35, 40, 46], [53, 66, 94], [18, 19, 24, 26, 31, 37, 44, 48, 57, 58, 59, 64, 68, 79, 96], [3, 43, 63, 72, 85, 86, 99], [23, 45, 50, 52, 55], [33, 87], [2, 4, 70, 88]]","98.0","948.05","1090153","[[91], null, null, null, null, null, null, null, null, null, [29, 32, 41], [47, 51], null, null, null, [9, 12, 42, 69, 93], [54, 61], [38], null, null, [1, 14, 27, 36, 71], [30, 39, 60], [10, 15, 20, 56], [6, 11, 78, 97, 98], [0, 77, 89], [28, 65, 82], [13, 17, 83], [7, 16, 76], [25], [5, 74, 75, 84], [8, 22, 49, 80], [21, 35, 40, 46], [34, 67, 73], [62, 92], [53, 66, 94], [18, 19, 24, 26, 31, 37, 44, 48, 57, 58, 59, 64, 68, 79, 96], [3, 43, 63, 72, 85, 86, 99], [23, 45, 50, 52, 55], [2, 4, 70, 88], [33, 87]]","97.0"
"4","3.LowDemand-HighSharing.txt","GreedyAlgorithmPhase1","7","933.8799999999999","1221722","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, [28, 72], [2, 55, 67], [35, 91], [39, 66], [5, 78], [13, 74, 83], [76, 80], [9, 32, 61, 75], [51, 65], [77, 90], [21, 54], [40, 50, 94], [15, 56, 98], [7, 11, 17], [4, 38], [12, 33, 43], [0, 14, 22, 49], [6, 31, 34, 42, 60], [8, 29, 47, 73], [25, 53], [16, 18, 30, 37, 41, 46, 48, 52, 57, 58, 59, 63, 64, 68, 82, 96], [10, 19, 20, 24, 26, 44, 79, 84, 89, 97], [3, 27, 85, 86, 93, 99], [1, 23, 45, 69, 87, 92], [36, 70, 71, 88]]","97.0","934.4899999999998","1263605","[[5, 78], null, null, null, null, null, null, null, null, null, [39, 66], null, null, null, null, [2, 55, 67], [28, 72], [35, 91], [95], [77, 90], [13, 74, 83], [76, 80], [9, 32, 61, 75], [51, 65], null, [21, 54], [15, 56, 98], [40, 50, 94], [7, 11, 17], [4, 38], [8, 29, 47, 73], [6, 31, 34, 42, 60], [0, 14, 22, 49], [12, 33, 43], [25, 53], [16, 18, 30, 37, 41, 46, 48, 52, 57, 58, 59, 63, 64, 68, 82, 96], [10, 19, 20, 24, 26, 44, 79, 84, 89, 97], [3, 27, 85, 86, 93, 99], [1, 23, 45, 69, 87, 92], [36, 70, 71, 88]]","98.0"
"4","4.AverageDemand-LowSharing.txt","GreedyAlgorithmPhase1","1","579.26","490584","[null, null, null, null, null, null, null, null, null, null, [10], null, null, null, null, [15], [18], [25, 96], [85], [16, 73], [59], [6, 80], [52, 67], [20, 45], [35, 77], [46], [7, 57], [65, 75], [93, 95], [11, 54], [30, 74, 76], [17, 98], [19, 40, 50], [41, 51, 58, 89], [61, 71], [1, 33, 47, 81, 82, 90, 91], [5, 21, 38, 99], [3, 22, 64, 97], [42, 87], [31, 69]]","58.999996","621.4699999999999","504376","[[10], null, null, null, null, null, null, null, null, null, [25, 96], [85], null, null, null, [20, 45], [16, 73], [34], [6, 80], [15], [7, 57], [11, 54], [46], [52, 67], [93, 95], [83], [70], [59], [35, 77], [0], [41, 51, 58, 89], [19, 40, 50], [30, 74, 76], [61, 71], [17, 98], [1, 33, 47, 81, 82, 90, 91], [5, 21, 38, 99], [3, 22, 64, 97], [42, 87], [31, 69]]","60.000004"
"4","5.AverageDemand-AverageSharing.txt","GreedyAlgorithmPhase1","0","537.45","946351","[null, null, null, null, null, null, null, null, null, null, [54], [61], null, null, null, [15], [11], [97], [69], [20], [42, 65], [50, 91], [16, 95], [71], [46], [10, 18], [30, 31], [74, 93], [67, 82], [7, 52], [6, 34, 47], [87], [25, 59], [35, 96], [51, 77, 80], [19, 21, 22, 33, 57, 58, 76, 81, 90], [17, 40, 45, 73], [1, 3, 5, 89, 99], [64, 75, 85], [38, 70]]","58.999996","622.2399999999999","1023494","[[71], [54], [69], [20], [11], [61], null, null, null, null, [97], null, null, null, null, [41], [42, 65], [15], null, null, [30, 31], [16, 95], [46], [50, 91], [32], [67, 82], [83], [10, 18], [74, 93], [87], [25, 59], [6, 34, 47], [7, 52], [35, 96], [51, 77, 80], [19, 21, 22, 33, 57, 58, 76, 81, 90], [17, 40, 45, 73], [1, 3, 5, 89, 99], [38, 70], [64, 75, 85]]","62.0"
"4","6.AverageDemand-HighSharing.txt","GreedyAlgorithmPhase1","8","603.0000000000002","1242041","[null, null, null, null, null, null, null, null, null, null, [67], [50], [95], null, null, [74], [7], [65], [35], [80], [15], [18], [75, 96], [31], [61, 77], [46], [34, 91], [87], [11, 20], [59], [17, 40, 99], [38, 51, 97], [6, 64, 85], [5, 70], [3, 54, 69], [19, 41, 58, 81, 89], [21, 33, 57, 82, 90], [16, 22, 25, 30, 45, 47], [1, 10, 71, 76, 93], [42, 52, 73]]","60.000004","629.9100000000003","1363022","[[35], [67], [7], null, null, [80], [31], [65], [95], null, [61, 77], [50], null, null, null, [15], [18], [74], null, null, [46], [59], [75, 96], [32], null, [34, 91], [83], [11, 20], [87], [0], [17, 40, 99], [38, 51, 97], [5, 70], [3, 54, 69], [6, 64, 85], [19, 41, 58, 81, 89], [21, 33, 57, 82, 90], [16, 22, 25, 30, 45, 47], [1, 10, 71, 76, 93], [42, 52, 73]]","63.0"
"4","7.HighDemand-LowSharing.txt","GreedyAlgorithmPhase1","8","498.1000000000001","363084","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, [32], [58], null, null, null, [17], [51], [36], [45], [25], [2, 83], [24], [80], [70], [79, 85], [35, 64], [30, 41, 44, 78, 94], [8], [37, 86], [61, 76], [1, 3, 23, 26, 27, 46, 47, 50, 69, 87, 88, 97], [48, 55, 63], [11, 91], [5, 18, 31], [74]]","47.0","581.5400000000001","414412","[[45], [25], [58], [32], null, [24], [36], [51], null, null, null, null, null, null, null, [8], [80], null, null, null, [30, 41, 44, 78, 94], [70], [62], [84], [17], [2, 83], [79, 85], [61, 76], [77], null, [19], [37, 86], [34], [35, 64], [13], [1, 3, 23, 26, 27, 46, 47, 50, 69, 87, 88, 97], [48, 55, 63], [71], [11, 91], [5, 18, 31]]","52.999996"
"4","8.HighDemand-AverageSharing.txt","GreedyAlgorithmPhase1","5","552.4","753870","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, [51], [61], null, null, null, [8], [36], [84], [25, 69], [32], [31, 47, 83], [80], [17], [5, 30, 41], [77], [1, 11, 70], [2, 58, 63], [62, 78, 97], [24, 79], [34], [23, 26, 44, 45, 48, 87, 88], [19, 35], [18, 37, 50, 85, 94], [3, 27, 76, 86], [46, 55]]","49.0","553.3000000000002","787435","[[32], null, null, null, null, [36], [51], null, null, null, [61], null, null, null, null, [8], [80], null, null, null, [25, 69], [84], [17], null, null, [5, 30, 41], [31, 47, 83], [64], [77], null, [62, 78, 97], [1, 11, 70], [2, 58, 63], [24, 79], [34], [23, 26, 44, 45, 48, 87, 88], [19, 35], [18, 37, 50, 85, 94], [3, 27, 76, 86], [46, 55]]","50.0"
"4","9.HighDemand-HighSharing.txt","GreedyAlgorithmPhase1","1","534.8600000000001","922843","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, [32], null, null, null, null, [61], [8], [2], [80], [5], [36], [84], [31, 83], [17], [51], [50, 58, 85], [35, 70], [62, 78], [24, 79], [34], [1, 3, 23, 26, 27, 30, 41, 46, 48, 87, 88, 97], [18, 19, 63], [11, 44, 45, 47, 94], [25, 37, 76], [69, 86]]","47.0","553.3000000000002","1044727","[[5], [32], null, null, null, [2], [36], [51], null, null, [61], null, null, null, null, [8], [80], null, null, null, [31, 83], [84], [17], null, null, [62, 78], [64], [77], null, null, [50, 58, 85], [35, 70], [55], [24, 79], [34], [1, 3, 23, 26, 27, 30, 41, 46, 48, 87, 88, 97], [11, 44, 45, 47, 94], [18, 19, 63], [25, 37, 76], [69, 86]]","50.0"
